Probe	Chromosome	Start	End	Strand	Expression
Ncoa1	12	4247363	4484060	-	4.106454
Gm3625	12	4599632	4599733	-	1.6000999
Itsn2	12	4599814	4720756	+	3.7239783
Gm17541	12	4696208	4696732	-	-3.2375796
4930417G10Rik	12	4720476	4745225	-	-0.60207176
A830093I24Rik	12	4753022	4776073	-	0.47810957
Pfn4	12	4776101	4785072	+	0.7289411
0610009D07Rik	12	4824414	4834464	+	4.731651
Fkbp1b	12	4839981	4848401	-	-1.1772128
BC068281	12	4850109	4863731	+	1.24508
Mfsd2b	12	4869246	4881165	-	-2.1312714
Ubxn2a	12	4885838	4914511	-	2.5225408
Atad2b	12	4924210	5050853	+	3.269568
Klhl29	12	5084278	5382488	-	-3.6610425
2810032G03Rik	12	5382676	5423436	+	-1.0367236
Gm17295	12	7120432	7121931	+	-4.752153
Apob	12	7984454	8023641	+	-2.3238716
1110057K04Rik	12	8214913	8292564	+	3.5664537
Gdf7	12	8304740	8308760	-	-4.6598125
Hs1bp3	12	8320239	8350630	+	-0.5354149
Rhob	12	8504569	8506791	-	2.2160091
Slc7a15	12	8535289	8605872	-	-5.7473354
Pum2	12	8680940	8759387	+	4.534234
Gm4755	12	8771707	8777987	-	-5.419545
Sdc1	12	8778129	8800521	+	3.7523685
9930038B18Rik	12	8879993	8884265	-	-2.3833034
Laptm4a	12	8928130	8945548	+	6.613311
Matn3	12	8954735	8978834	+	-3.2849383
Wdr35	12	8980698	9035653	+	3.8484805
Ttc32	12	9036803	9043200	+	0.5697754
Osr1	12	9581248	9588305	+	-3.43742
Nt5c1b	12	10376779	10396979	+	-4.0985703
Rdh14	12	10397586	10402368	+	3.6606548
Kcns3	12	11097008	11157648	-	-4.6282473
Msgn1	12	11215188	11215754	-	-3.3486106
1700034J04Rik	12	11228267	11229016	-	-3.7521527
Gen1	12	11246547	11272593	-	2.3408835
Smc6	12	11272692	11326591	+	4.182485
Vsnl1	12	11332053	11443455	-	-2.3818123
4930511A02Rik	12	11445039	11451618	+	-5.119524
Rad51ap2	12	11462885	11469734	+	0.36245048
Gm4294	12	12029831	12030513	+	-3.6171477
Fam49a	12	12268945	12383165	+	-3.9700534
Gm17337	12	12794791	12801091	+	-4.719075
4930519A11Rik	12	12909526	12914057	+	-4.648489
Rpl36-ps3	12	12918792	12919175	+	-2.7863684
Mycn	12	12942902	12948720	-	-1.341834
Ddx1	12	13226114	13256019	-	6.837827
Nbas	12	13275933	13590616	+	4.811197
Gm6736	12	13461465	13462815	-	-4.6012177
Fam84a	12	14154405	14158844	-	-0.2799303
Gm9847	12	14501367	14501963	+	-1.2709899
Trib2	12	15798533	15823683	-	-2.7942364
Gm5432	12	15823809	15894961	+	-2.7550352
Lpin1	12	16542475	16596576	-	4.3192863
Ntsr2	12	16660276	16667042	+	-4.802248
Greb1	12	16677421	16807692	-	0.67345583
E2f6	12	16817771	16833549	+	2.8444958
Rock2	12	16901784	16995080	+	3.387821
Pqlc3	12	16995454	17007214	-	-1.7498424
2410004P03Rik	12	17011764	17018360	-	-4.86763
Kcnf1	12	17178908	17183694	-	-1.4669539
Pdia6	12	17273351	17291576	+	6.445896
Atp6v1c2	12	17291527	17336165	-	-0.9773549
Nol10	12	17355285	17437381	+	3.2837577
Odc1	12	17551679	17558308	+	5.664611
Hpcal1	12	17697620	17798732	+	1.1237022
Gm9222	12	17889003	17889338	+	-2.593723
B430203G13Rik	12	17931100	17932474	+	-4.6266217
Gm4983	12	17999939	18000274	+	-2.593723
Gm9590	12	18394561	18394884	+	-2.541256
5730507C01Rik	12	18521544	18540997	+	-4.404754
Gm3944	12	18859727	18860062	+	-2.593723
Gm5784	12	19393665	19394072	+	-2.873831
Gm6802	12	19496163	19498145	+	-5.154875
Gm9257	12	19612784	19613119	+	-2.593723
Gm10479	12	20421799	20439560	+	-2.5142887
1700030C10Rik	12	20820118	20821588	-	-1.5719842
3110053B16Rik	12	20879986	20927123	-	-2.689045
Zfp125	12	20905683	20906728	-	-2.134211
Asap2	12	20996320	21276032	+	0.23872966
Itgb1bp1	12	21246686	21253184	-	-2.8567576
RP24-370C21.2	12	21257979	21261813	-	-4.5097446
Itgb1bp1	12	21275667	21292098	-	3.3570728
Cpsf3	12	21292158	21320917	+	5.835073
Iah1	12	21322253	21329466	+	4.3034196
Adam17	12	21329370	21379493	-	2.9710217
Ywhaq	12	21395932	21423498	-	3.307448
Gm4419	12	21423772	21425664	+	0.5168032
Gm17680	12	21834340	21834747	-	-2.873831
2410018L13Rik	12	22990656	23046943	+	-6.210535
Gm17391	12	23377853	23378188	+	-2.593723
Gm10330	12	24463777	24465130	-	-4.604418
Gm17330	12	24653375	24653710	-	-2.593723
9030624G23Rik	12	24729566	24781833	-	-3.0717707
Gm9312	12	24936711	24937046	-	-2.593723
Gm16372	12	25178072	25178521	-	1.4587443
Taf1b	12	25183446	25243436	+	4.8275976
Grhl1	12	25257152	25302256	+	0.9323456
Klf11	12	25336236	25347639	+	4.3373795
Cys1	12	25350703	25366678	-	-5.419
Rrm2	12	25393106	25399011	+	2.129116
Mboat2	12	25516464	25645166	+	4.1389074
Kidins220	12	25659797	25746142	+	4.657477
Id2	12	25778666	25780957	-	5.6734076
Rnf144a	12	26991662	27100121	-	0.02599434
Rsad2	12	27127618	27141317	-	-6.2808905
Cmpk2	12	27154069	27164700	+	-1.8850021
Gm9866	12	27825667	27845311	-	-4.67967
Sox11	12	28025562	28027574	-	-3.4395719
Dcdc2c	12	29122660	29232182	-	-1.3182696
Allc	12	29238620	29267388	-	-4.752153
Colec11	12	29279038	29308155	-	-1.6756333
Rps7	12	29315712	29320818	-	7.1578984
Rnaseh1	12	29334467	29344456	+	3.164702
Adi1	12	29360096	29367040	+	2.9823725
Ttc15	12	29375494	29435331	-	4.774492
Tssc1	12	29436693	29552356	+	4.997573
Myt1l	12	30213249	30608074	+	3.845882
Pxdn	12	30622901	30702523	+	3.250006
Tpo	12	30739524	30817489	-	-0.52476776
Gm15691	12	30744522	30746978	+	-1.7790234
Sntg2	12	30859347	31058240	-	-3.1456785
Tmem18	12	31269308	31276078	+	5.053387
Fam150b	12	31569187	31578719	+	-4.7607827
Acp1	12	31578191	31596477	-	1.9411604
Sh3yl1	12	31596533	31645027	+	1.3996739
Fam110c	12	31758833	31764802	+	-3.1084766
6030469F06Rik	12	31856066	31870766	+	-4.655705
Lamb1	12	31950099	32014509	+	4.0996003
Gm11053	12	31996552	32009623	-	-0.91565144
Dld	12	32016429	32036302	-	5.929848
Slc26a3	12	32075736	32158782	+	-6.8382573
Cbll1	12	32170158	32184481	-	4.3272595
Slc26a4	12	32204692	32244834	-	-3.6357734
Bcap29	12	32280219	32319462	-	3.7931695
Dus4l	12	32324920	32339691	-	1.0206759
Cog5	12	32339734	32622495	+	4.48743
Gpr22	12	32391733	32398791	-	-6.3644266
Hbp1	12	32611333	32635400	-	5.0644197
Prkar2b	12	32643341	32746161	-	4.1273537
Pik3cg	12	32858338	32893524	-	-5.1991496
2010109K11Rik	12	33063569	33067808	+	2.6623
Gm4511	12	33282246	33284111	+	-5.067139
Nampt	12	33505200	33538234	+	3.842925
Gdap10	12	33506737	33511769	+	0.24698205
4933406C10Rik	12	33604249	33638654	-	1.8330593
Sypl	12	33638756	33663915	+	3.649578
Cdhr3	12	33718661	33777740	-	-5.7293715
F730043M19Rik	12	33796576	33832462	-	-0.24267389
Gm16267	12	33796827	33823810	+	-3.7171056
Atxn7l1	12	33832558	34060524	+	0.045663856
Gm11052	12	33878859	33913719	-	-4.891753
4930556N08Rik	12	34043108	34079625	-	-1.4438655
Efcab10	12	34079719	34086134	+	0.3592084
Twistnb	12	34114489	34124245	+	-0.14433411
Ferd3l	12	34613290	34614175	+	-3.9925687
Twist1	12	34642536	34644682	+	-2.3856862
Hdac9	12	34732451	35213754	-	0.5017864
4921508M14Rik	12	35558427	35559525	-	-4.3033814
Prps1l1	12	35669433	35671108	+	-4.9122124
Snx13	12	35731861	35832141	+	2.2604053
Ahr	12	36182646	36219710	-	3.3072085
Gm17436	12	36219643	36219702	+	-0.10829648
Agr3	12	36652207	36676323	+	2.6551414
Agr2	12	36719494	36730674	+	-4.5356793
Tspan13	12	36741144	36769087	-	4.137399
Gm5434	12	36816966	36818416	+	0.8400829
Bzw2	12	36818433	36883412	-	1.0202477
Ankmy2	12	36883711	36923878	+	-0.21814866
1700108M19Rik	12	36934932	36979985	-	-5.154147
Sostdc1	12	37040756	37045039	+	-3.8233662
D630036H23Rik	12	37107829	37108768	-	0.16154312
Ispd	12	37108106	37416031	+	0.76666015
Meox2	12	37835127	37908372	+	-6.2202663
Agmo	12	37968226	38308789	+	-6.819562
Dgkb	12	38606761	39359997	+	-1.8774912
Etv1	12	39505967	39594802	+	-2.87277
Arl4a	12	40732034	40764612	-	2.0896156
4930555J06Rik	12	40764686	40766614	+	-0.13686562
Scin	12	40786356	40860815	-	-5.757433
Gm889	12	40902973	40925902	-	-4.44577
Gm17056	12	40925243	40927692	+	-5.3681965
Ifrd1	12	40928154	40975091	-	2.3562458
Gm17024	12	40936074	40937660	-	-0.18781681
Gm7008	12	40949345	40955771	+	1.9315388
Zfp277	12	41041633	41172377	-	1.3340768
Dock4	12	41172640	41573073	+	0.40983438
Immp2l	12	41750677	43056575	+	1.0182841
Lrrn3	12	42178260	42212338	-	-1.9837741
Dnajb9	12	45306884	45311055	-	3.5613706
Pnpla8	12	45322357	45413330	+	2.9841957
Nrcam	12	45429872	45702951	+	-0.28606933
Stxbp6	12	45953475	46175480	-	-1.9727303
Gm15902	12	46060634	46071865	-	-3.0748498
RP23-263J2.1	12	46538168	46542685	+	-6.152363
Nova1	12	47795504	47919762	-	1.1490016
Gm1818	12	49655169	49660958	-	-0.5227326
Foxg1	12	50483680	50487843	+	-3.4881947
3110039M20Rik	12	50486161	50508333	+	-5.2524447
Gm9804	12	50502264	50502824	+	-3.333263
Prkd1	12	51442218	51750210	-	3.5809178
Gm9808	12	52398474	52398950	+	-3.0992513
G2e3	12	52449048	52477973	+	0.86350024
Scfd1	12	52478567	52551083	+	4.326051
Coch	12	52694361	52706760	+	-0.7503972
Strn3	12	52709528	52792901	-	3.6190715
Ap4s1	12	52791953	52839918	+	1.3197842
Hectd1	12	52844709	52930523	-	5.9398026
Heatr5a	12	52976860	53072308	-	4.2549825
Gm17603	12	52989002	52990446	+	2.945665
6530401N04Rik	12	53089299	53107488	-	3.9319093
Gpr33	12	53123990	53129050	-	-0.6808396
Nubpl	12	53198724	53413731	+	0.8360904
Arhgap5	12	53617064	53668839	+	3.0968993
Akap6	12	53800370	54252002	+	-7.3751297
Npas3	12	54349664	55173162	+	0.012732962
Egln3	12	55279968	55304847	-	-0.47350127
1110002B05Rik	12	55746361	55757559	-	-0.6546178
Eapp	12	55771327	55796884	-	2.8705752
Gm16382	12	55802283	55802698	-	-2.9018457
Snx6	12	55847336	55896690	-	6.0327682
Cfl2	12	55959804	55963864	-	4.356775
Baz1a	12	55993976	56115335	-	3.4511168
Gm20403	12	56087145	56087516	-	-0.5885617
2700097O09Rik	12	56146648	56181097	-	1.9094126
Srp54b	12	56181483	56290200	+	-5.985632
Srp54a	12	56181557	56214680	+	-5.498322
Fam177a	12	56225515	56243065	+	-6.1071687
1700047I17Rik2	12	56300579	56318129	+	-6.1071687
Srp54c	12	56331155	56377912	+	-2.7468667
Ppp2r3c	12	56381801	56403987	-	2.0009117
1110008L16Rik	12	56403624	56483478	+	3.0520136
Psma6	12	56485209	56519441	+	6.677238
Nfkbia	12	56590398	56593634	-	3.349998
Aldoart2	12	56666226	56667883	+	-1.1596686
Insm2	12	56699904	56703005	+	-5.6483855
Ralgapa1	12	56703916	56922154	-	3.731142
Brms1l	12	56937353	56970722	+	2.0515563
Mbip	12	57429293	57446881	-	4.6079664
Nkx2-1	12	57632922	57637895	-	-5.5170083
C87198	12	57692046	57695983	+	-4.230693
Gm20466	12	57710600	57711463	-	-3.9562933
Nkx2-9	12	57712376	57714271	-	-4.5051866
Gm15524	12	57790905	57793951	+	-3.0562742
Pax9	12	57792754	57813809	+	-1.8296216
Slc25a21	12	57813621	58298459	-	-4.279123
Prps1l3	12	58331399	58340869	+	3.6740794
Mipol1	12	58331412	58598186	+	-0.05156272
Gm16246	12	58542177	58551107	-	-4.5958686
Foxa1	12	58641618	58647108	-	-1.0439825
Ttc6	12	58665100	58838915	+	-2.6680043
4921518K17Rik	12	58686962	58719589	-	-5.9284754
Rpl26-ps2	12	58733565	58734002	-	-2.9761927
Sstr1	12	59312759	59315431	+	-5.199996
Clec14a	12	59365707	59370245	-	-4.612599
Gm17529	12	60054082	60068998	+	0.6805356
Sec23a	12	60059370	60113004	-	5.150156
Sip1	12	60114380	60129455	+	2.88368
Trappc6b	12	60144080	60162448	-	2.5530934
Pnn	12	60167906	60175004	+	4.9216123
Rpl21-ps3	12	60195042	60195524	-	-3.1172853
Mia2	12	60196786	60210117	+	-1.1342111
Ctage5	12	60230733	60291207	+	5.0880156
Fbxo33	12	60301642	60320712	-	1.9653811
Lrfn5	12	62624137	62958915	+	-5.989716
Spanxn4	12	63788809	63789231	+	-2.9259195
Fscb	12	65572320	65575885	-	-6.001497
Gm527	12	66018898	66025578	+	3.1705928
Klhl28	12	66043427	66066523	-	2.1791866
Fam179b	12	66066729	66123560	+	3.8554795
Prpf39	12	66137320	66164373	+	2.4356961
Fkbp3	12	66163423	66174931	-	4.936821
Fancm	12	66176593	66233045	+	2.283358
Mis18bp1	12	66233721	66273591	-	1.4704332
Wdr20b	12	66326504	66329441	+	-0.12654208
Rpl10l	12	67384368	67385388	-	3.620166
Mdga2	12	67571623	67572045	-	-2.7739167
Mdga2	12	67572502	68323529	-	-2.2362597
Rpl17-ps3	12	68611716	68612297	+	-3.3862813
Rps29	12	70258709	70260173	-	6.7061787
Lrr1	12	70269801	70279997	+	3.613362
Rpl36al	12	70283718	70285070	-	1.1032399
Mgat2	12	70285145	70287759	+	4.519843
1110034A24Rik	12	70286878	70299416	-	3.1976118
9330151L19Rik	12	70298198	70300855	+	1.323081
Pole2	12	70302766	70329177	-	1.2679218
Klhdc1	12	70342163	70385619	+	1.035867
Gm15561	12	70368758	70374419	-	0.45874417
Klhdc2	12	70397668	70411674	+	3.5190167
Nemf	12	70412531	70458153	-	3.7812552
Gm9887	12	70472822	70473445	-	2.709589
Arf6	12	70473137	70476966	+	4.777381
Mettl21d	12	70678615	70684015	-	2.7792668
Sos2	12	70684748	70782839	-	3.2268457
L2hgdh	12	70791423	70825861	-	1.10381
Atp5s	12	70825949	70845645	+	1.4804392
Cdkl1	12	70847835	70891694	-	-1.0709167
4930512B01Rik	12	70891275	70895498	+	-5.0609407
Map4k5	12	70904737	70994187	-	1.3977659
4931403G20Rik	12	70948622	70954658	+	-3.779873
Atl1	12	70994092	71065072	+	4.1339974
Gm6316	12	71021459	71022478	-	-4.043756
Gm3086	12	71064460	71070708	+	0.67846745
Sav1	12	71065999	71087989	-	5.1568956
Nin	12	71112422	71212912	-	-2.2161238
Abhd12b	12	71255129	71284334	+	-5.9335732
Pygl	12	71291798	71332475	-	-0.9517779
F730035M05Rik	12	71328828	71335152	+	-4.541256
Trim9	12	71345526	71448601	-	-4.6143146
Tmx1	12	71554082	71569027	+	2.5389087
Frmd6	12	71926501	72003219	+	0.11185458
Actr10	12	72038844	72065705	+	4.333352
Psma3	12	72075608	72097334	+	3.7065547
3110056K07Rik	12	72092602	72116819	-	0.6054618
Arid4a	12	72116977	72199579	+	1.593559
Tomm20l	12	72212415	72224209	+	-3.2685711
Timm9	12	72224160	72237662	-	4.207003
2700049A03Rik	12	72237835	72344290	+	3.1469185
Dact1	12	72410871	72421094	+	0.4660141
4930474H06Rik	12	72418608	72422647	-	0.6011884
Daam1	12	72932065	73093354	+	3.6071236
Gpr135	12	73170605	73171978	-	-4.473569
2810055F11Rik	12	73174415	73186426	-	-1.4368815
Jkamp	12	73186576	73202448	+	5.166237
4930403N07Rik	12	73202279	73286016	-	-1.8252873
Rtn1	12	73312739	73510041	-	-3.6943405
Lrrc9	12	73542853	73615321	+	-1.6670539
1810048J11Rik	12	73637344	73681200	+	3.1739218
Dhrs7	12	73751343	73765815	-	-0.14688046
Ppm1a	12	73862198	73895927	+	4.069523
4930447C04Rik	12	73982096	74041820	-	2.082796
Six6	12	74040932	74045886	+	-5.9992294
Six1	12	74142814	74147699	-	-0.002080598
Six4	12	74201246	74214401	-	-1.0146741
Mnat1	12	74224704	74374975	+	3.0306897
Trmt5	12	74380999	74387698	-	4.266796
Slc38a6	12	74387766	74455036	+	1.4632784
D830013O20Rik	12	74465062	74510544	-	-3.6171477
Tmem30b	12	74644101	74647382	-	2.7859375
Prkch	12	74685783	74879172	+	-2.6371803
Hif1a	12	75002362	75048517	+	4.0957327
Gm15283	12	75027468	75050772	-	1.9234989
Gm5068	12	75062129	75062434	+	-2.4587936
Snapc1	12	75065517	75085807	+	3.8310409
Syt16	12	75098748	75368903	+	2.8565898
1700086L19Rik	12	75389722	75396932	+	-3.6710477
Dbpht2	12	75398461	75401455	+	-5.597743
Gm11043	12	75403467	75404326	-	0.2136317
Gm11042	12	75416096	75417381	-	-1.5051867
Kcnh5	12	75998204	76278319	-	-6.189025
Rhoj	12	76409309	76502443	+	-1.4641436
Gphb5	12	76512707	76517768	-	-4.857831
Ppp2r5e	12	76551870	76697232	-	4.1643424
Rplp2-ps1	12	76731924	76732365	-	7.5388203
Wdr89	12	76732510	76770489	-	0.22052933
Sgpp1	12	76815235	76836716	-	3.170756
Syne2	12	76919121	77211913	+	3.9313602
Esr2	12	77221406	77278246	-	-3.4455795
Tex21	12	77299679	77347733	-	0.1226544
Mthfd1	12	77356219	77420807	+	3.2518926
Akap5	12	77425878	77435140	+	-2.537877
Zbtb25	12	77449887	77470547	-	2.8420727
Zbtb1	12	77471253	77497937	+	-0.008103319
4930426I24Rik	12	77503744	77504641	-	-1.3645523
Hspa2	12	77505163	77507921	+	3.0860174
Gm70	12	77518586	77540460	+	-1.5362376
Gm10451	12	77545547	77552323	+	-4.8434577
Plekhg3	12	77634547	77680026	+	0.769758
Spnb1	12	77681475	77811534	-	0.81691295
Churc1	12	77866525	77884167	+	1.6405308
Fntb	12	77866576	78022399	+	3.0636508
Gpx2	12	77893322	77896541	-	-4.2607503
Rab15	12	77898947	77923895	-	-6.2212048
Max	12	78038256	78063235	-	4.7226777
Fut8	12	78340052	78577325	+	4.8852663
Gm6657	12	79298161	79303454	+	-3.5278354
Gphn	12	79327642	79785754	+	4.089374
Fam71d	12	79792522	79835506	+	-5.0335045
Mpp5	12	79849934	79941698	+	2.6489415
Atp6v1d	12	79941712	79962625	-	5.1814866
Eif2s1	12	79962806	79987997	+	2.6969383
Plek2	12	79989678	80007951	-	-4.6778483
Tmem229b	12	80062782	80108614	-	-1.5571975
Plekhh1	12	80130150	80182635	+	4.008606
Pigh	12	80181660	80190657	-	3.6315784
Arg2	12	80231764	80257288	+	-0.72182804
Vti1b	12	80257004	80273654	-	5.916181
Rdh11	12	80275324	80293280	-	1.5880272
Rdh12	12	80309901	80323652	+	0.030517789
Zfyve26	12	80333334	80397269	-	3.7235775
Rad51l1	12	80398338	80904257	+	0.32889417
Zfp36l1	12	81208747	81214000	-	1.7651174
Gm17591	12	81209021	81213987	+	1.0611556
2310015A10Rik	12	81221535	81233831	-	0.54180205
Actn1	12	81268529	81361358	-	2.2066636
Gm17425	12	81369406	81374747	-	-0.4868082
Gm17373	12	81372496	81372648	+	-1.4587936
Gm17301	12	81374773	81376217	-	-0.4868082
Dcaf5	12	81436834	81537588	-	4.2754045
Exd2	12	81564082	81599122	+	5.3925176
Gm16866	12	81610938	81619903	-	-3.0567102
Galntl1	12	81619458	81704883	+	-0.3221866
Erh	12	81735009	81745328	-	2.8737817
Slc39a9	12	81745202	81784328	+	3.7002535
0610009B14Rik	12	81787357	81793453	-	-4.0840487
3830431G21Rik	12	81793578	81825201	+	-0.23812895
Gm1568	12	81855033	81861528	-	1.5370976
Gm17242	12	81859393	81862254	+	-0.21656139
4933426M11Rik	12	81891546	81981819	+	3.8954222
Gm17461	12	81986536	81988661	-	-4.971244
Srsf5	12	82046491	82051494	+	4.930929
Slc10a1	12	82054172	82068971	-	-4.8262014
Smoc1	12	82127795	82287401	+	5.1649494
Slc8a3	12	82298902	82434167	-	-6.5097446
Synj2bp	12	82459847	82633898	-	1.077122
Cox16	12	82460013	82586114	-	1.749963
Gm4787	12	82477979	82480473	-	-5.48623
Adam4	12	82520430	82522933	-	-5.4914246
Gm17191	12	82633022	82634345	-	-2.9053094
6530401F13Rik	12	82633955	82658445	+	-4.139515
Adam21	12	82659571	82669461	-	-5.708705
Med6	12	82674544	82695995	-	5.122404
Gm16572	12	82688786	82690627	+	-2.3255272
Ttc9	12	82732356	82765928	+	0.04229294
Map3k9	12	82815937	82882157	-	4.627446
Pcnx	12	82961017	83101911	+	4.366938
Sipa1l1	12	83270407	83552769	+	4.9740562
Rgs6	12	83717912	84259755	+	-0.38458037
Gm10006	12	83719012	83719979	+	-4.1202693
Dpf3	12	84314732	84451882	-	-1.4117118
Dcaf4	12	84861416	84882938	+	5.0785522
Zfyve1	12	84887891	84938097	-	2.8689027
Gm17284	12	84961160	84962124	+	-1.7807218
Rbm25	12	84973184	85024073	+	4.836762
Psen1	12	85029152	85076149	+	5.5117435
Papln	12	85104584	85133332	+	-1.3803197
Numb	12	85134984	85262884	-	4.2944717
2410016O06Rik	12	85291558	85293903	+	4.3600893
Gm17673	12	85310738	85321431	-	-4.9361157
Acot2	12	85328811	85334823	+	-1.2431746
Acot1	12	85350448	85358621	+	-4.6604276
Acot4	12	85379329	85385673	+	-5.3417244
4732463B04Rik	12	85380419	85394757	-	-5.5670724
Acot3	12	85393094	85400515	+	-5.3942533
Acot5	12	85410275	85416970	+	-4.618309
Acot6	12	85441604	85452299	+	-2.7756207
Dnalc1	12	85455278	85488448	+	1.3672884
Pnma1	12	85487081	85489439	-	-1.6683999
C130039O16Rik	12	85490126	85559831	-	0.6113157
Gm5436	12	85599282	85599923	-	5.85058
Ptgr2	12	85626182	85656782	+	3.2640815
Zfp410	12	85658064	85684673	+	4.9297504
Fam161b	12	85686259	85702783	-	2.074061
Coq6	12	85702607	85714746	+	3.6573105
Entpd5	12	85714807	85749979	-	1.7392315
2900006K08Rik	12	85750021	85774730	+	2.5598934
Aldh6a1	12	85771673	85791900	-	3.560834
Lin52	12	85792458	85872483	+	-0.7935639
Vsx2	12	85910790	85936406	+	-3.3928103
Abcd4	12	85943481	85958416	-	1.252273
Vrtn	12	85981969	85992405	+	2.3720183
Tmem90a	12	86018228	86039757	-	-5.488541
Npc2	12	86095510	86114062	-	3.7552319
Isca2	12	86114220	86116039	+	4.704746
Ltbp2	12	86124162	86217482	-	-1.6920269
D030025P21Rik	12	86216719	86219082	+	-5.40842
Gm17139	12	86259098	86260188	+	4.6574364
1110018G07Rik	12	86259098	86311850	-	4.8594594
Gm17193	12	86263492	86264462	-	-3.4819446
Fcf1	12	86311847	86324253	+	3.6453629
Ylpm1	12	86337271	86411465	+	4.261247
Prox2	12	86427764	86447381	-	0.7903224
Dlst	12	86451783	86475041	+	6.0657153
Rps6kl1	12	86476546	86492214	-	-2.036951
Pgf	12	86507589	86518246	-	-4.82894
Eif2b2	12	86560431	86567578	+	4.742674
Mlh3	12	86575479	86611541	-	4.6666913
Acyp1	12	86613348	86629388	-	1.7489635
Fam164c	12	86629541	86640308	+	0.4353803
Nek9	12	86640464	86680312	-	5.3609395
Tmed10	12	86681564	86715667	-	2.747981
Fos	12	86814840	86818223	+	1.9208499
Jdp2	12	86940366	86980827	+	-2.8283012
Batf	12	87027619	87050037	+	-1.9487597
Mfsd7c	12	87087489	87154535	+	-2.2105346
0610007P14Rik	12	87156398	87165500	-	2.1970718
Ttll5	12	87165623	87394710	+	3.7482364
Gm17691	12	87303548	87319964	-	-4.9860406
Tgfb3	12	87397694	87419991	-	1.3028989
1700019E19Rik	12	87423513	87503408	+	4.735708
Gm805	12	87510291	87536052	+	-5.8271146
1700020O03Rik	12	87582819	87632364	+	3.6235778
4732487G21Rik	12	87631711	87646956	-	1.604642
Esrrb	12	87702067	87862578	+	-4.026444
Vash1	12	88019650	88036630	+	-1.0024352
Angel1	12	88041452	88067410	-	4.9771814
Gm6772	12	88075614	88104598	+	-4.687235
6430527G18Rik	12	88221653	88225764	-	1.9948213
Gm17422	12	88232354	88233517	-	-4.1247334
2310044G17Rik	12	88288364	88306312	+	4.6685944
Zdhhc22	12	88321714	88329626	-	-4.4398108
Tmem63c	12	88362290	88430993	+	-5.046935
Ngb	12	88438481	88443489	-	-4.80011
Pomt2	12	88447816	88488852	-	4.7842326
Gstz1	12	88488668	88505673	+	3.9295356
Tmed8	12	88507192	88541179	-	3.5535998
Samd15	12	88541700	88542893	+	2.0144124
4933437F05Rik	12	88562205	88574506	-	2.518424
Vipar	12	88579825	88607236	-	4.3920975
Ahsa1	12	88607696	88614947	+	6.009362
Ism2	12	88619588	88640655	-	-2.0717707
Sptlc2	12	88646008	88729305	-	3.3522391
Gm17256	12	88673438	88676605	+	-4.391477
Alkbh1	12	88767119	88784789	-	2.001938
2700073G19Rik	12	88783633	88784967	-	2.4987106
1810035L17Rik	12	88784846	88793156	+	3.9205399
Snw1	12	88790886	88813249	-	4.853646
BB287469	12	88833274	89135166	+	-5.9876757
Gm8300	12	88855266	88859203	+	-5.062493
Oog1	12	88943638	88949795	+	-5.024773
Gm4027	12	88959859	88963093	+	-4.164302
Gm16381	12	88985077	88985570	-	-3.1497731
Gm2001	12	89080294	89080787	-	-3.1497731
Gm2016	12	89112520	89116383	+	-5.0484633
Gm2075	12	89112562	89250835	+	-4.164302
Gm2042	12	89192872	89199126	+	-5.0878644
Gm2046	12	89211972	89218668	+	-2.9662774
Gm6803	12	89233832	89234325	-	-3.1497731
Gm6804	12	89256672	89380725	-	-4.164302
Gm10436	12	89414033	89420338	-	-5.0878644
Gm5662	12	89509084	89562433	-	-5.344151
Gm6190	12	89591799	89592682	-	2.7637985
Adck1	12	89598998	89700163	+	4.8426337
Nrxn3	12	89961320	91573375	+	-6.088436
Dio2	12	91962994	91976878	-	-4.9695077
Gm16738	12	91976641	91989133	+	-5.77221
4930544I03Rik	12	91991648	92208208	-	-4.518819
4930534B04Rik	12	92236932	92622849	-	2.3612719
5430427M07Rik	12	92288809	92318347	+	0.98316514
Tshr	12	92639433	92778949	+	-0.68558353
Gtf2a1	12	92794356	92828927	-	1.250932
Ston2	12	92876982	93026827	-	2.1228619
Gm8378	12	92913252	92924553	-	-5.090378
Gm16876	12	92923105	92932030	+	-3.7712615
Sel1l	12	93044483	93087597	-	5.4616923
Gm9726	12	95166150	95166830	-	-1.1389856
Flrt2	12	96930436	97023425	+	-2.9639747
1700019M22Rik	12	97284831	97285432	-	-3.4350257
Galc	12	99440514	99497669	-	2.3933904
Gpr65	12	99506845	99514834	+	-4.050107
Kcnk10	12	99672204	99816150	-	-5.8760395
Spata7	12	99866367	99908025	+	1.9892349
Ptpn21	12	99914951	99975615	-	2.7861931
Zc3h14	12	99985178	100025984	+	5.6889415
Eml5	12	100024814	100139694	-	2.5245104
Ttc8	12	100158784	100221448	+	2.825114
Rpl30-ps8	12	100285369	100285832	+	-3.059387
Foxn3	12	100433213	100688284	-	2.149347
3300002A11Rik	12	100579364	100600037	+	-3.7052317
Gm16956	12	100802051	100858248	+	-1.7670792
2610021K21Rik	12	100955741	101121652	-	1.6971076
Tdp1	12	101122727	101193429	+	3.330895
Kcnk13	12	101202709	101300892	+	-2.331101
Psmc1	12	101348396	101361574	+	5.2028203
BC002230	12	101363662	101397863	-	3.8415642
Gm10433	12	101426178	101431750	+	0.9275136
Calm1	12	101437645	101448016	+	6.218333
